Key;Layer Type;Segment;Cost Type;Cost Object;Spend type;Market Segment;Internal Staff;External Staff;SW Depreciation;HW Depreciation;SW Maintenance;HW Maintenance;Leased Lines;Other IT Cost;Other OOE;Total;Currency
4533;Direct;Clearing;0;PSP 0001/N4-02199   C7 ECC: PMT II;Change;Result;28;0;0;0;0;0;0;0;0;28;EUR
4534;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/J8-02065   OTC Trade Report: BuildTest IT SAP;Change;Data;3;0;0;0;0;0;0;0;0;3;EUR
4535;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/J8-02065   OTC Trade Report: BuildTest IT SAP;Change;Result;3;0;0;0;0;0;0;0;0;3;EUR
4536;Direct;Clearing;0;PSP 0001/D1-02216   C7 Deferred scope Build & Test (DBAG I-D;Change;Eurex;-6;73;0;0;0;0;0;0;0;-79;EUR
4537;Direct;Clearing;0;PSP 0001/D1-02216   C7 Deferred scope Build & Test (DBAG I-D;Change;Result;-6;73;0;0;0;0;0;0;0;-79;EUR
4538;Direct;Clearing;0;PSP 0066/D1-02216   C7 Deferred scope Build & Test (DBSS I-D;Change;Eurex;6;-77;0;0;0;0;0;0;0;84;EUR
4539;Direct;Clearing;0;PSP 0066/D1-02216   C7 Deferred scope Build & Test (DBSS I-D;Change;Result;6;-77;0;0;0;0;0;0;0;84;EUR
4540;Direct;IFS;0;PSP 5120/P6-02257   IFS UNITY 3 Oxygen: requirement Tec;Change;IFS;5;-23;0;0;0;0;0;0;0;28;EUR
4541;Direct;IFS;0;PSP 5120/P6-02257   IFS UNITY 3 Oxygen: requirement Tec;Change;Result;5;-23;0;0;0;0;0;0;0;28;EUR
4542;Direct;IFS;0;PSP 5120/P7-02257   IFS UNITY 3 Oxygen: fine specs TEC;Change;IFS;-46;0;0;0;0;0;0;0;0;-46;EUR
4543;Direct;IFS;0;PSP 5120/P7-02257   IFS UNITY 3 Oxygen: fine specs TEC;Change;Result;-46;0;0;0;0;0;0;0;0;-46;EUR
4544;Direct;IFS;0;PSP 5280/P7-02257   IFS UNITY 3 Oxygen: fine specs TEC;Change;IFS;5;0;0;0;0;0;0;0;0;5;EUR
4545;Direct;IFS;0;PSP 5280/P7-02257   IFS UNITY 3 Oxygen: fine specs TEC;Change;Result;5;0;0;0;0;0;0;0;0;5;EUR
4546;Direct;IFS;0;PSP 0066/P7-02257   IFS UNITY 3 Oxygen: fine specs TEC;Change;IFS;43;0;0;0;0;0;0;0;0;43;EUR
4547;Direct;IFS;0;PSP 0066/P7-02257   IFS UNITY 3 Oxygen: fine specs TEC;Change;Result;43;0;0;0;0;0;0;0;0;43;EUR
4548;Direct;IFS;0;PSP 5120/P8-02257   IFS UNITY 3 Oxygen: build & test TEC;Change;IFS;-287;243;0;0;0;0;0;0;0;-530;EUR
4549;Direct;IFS;0;PSP 5120/P8-02257   IFS UNITY 3 Oxygen: build & test TEC;Change;Result;-287;243;0;0;0;0;0;0;0;-530;EUR
4550;Direct;IFS;0;PSP 5280/P8-02257   IFS UNITY 3 Oxygen: build & test TEC;Change;IFS;34;0;0;0;0;0;0;0;0;34;EUR
4551;Direct;IFS;0;PSP 5280/P8-02257   IFS UNITY 3 Oxygen: build & test TEC;Change;Result;34;0;0;0;0;0;0;0;0;34;EUR
4552;Direct;IFS;0;PSP 0066/P8-02257   IFS UNITY 3 Oxygen: build & test TEC;Change;IFS;277;-256;0;0;0;0;0;0;0;533;EUR
4553;Direct;IFS;0;PSP 0066/P8-02257   IFS UNITY 3 Oxygen: build & test TEC;Change;Result;277;-256;0;0;0;0;0;0;0;533;EUR
4554;Direct;IFS;0;PSP 5120/P9-02257   IFS UNITY 3 Oxygen: acceptance TEC;Change;IFS;34;-32;0;0;0;0;0;0;0;66;EUR
4555;Direct;IFS;0;PSP 5120/P9-02257   IFS UNITY 3 Oxygen: acceptance TEC;Change;Result;34;-32;0;0;0;0;0;0;0;66;EUR
4556;Direct;IFS;0;PSP 5280/P9-02257   IFS UNITY 3 Oxygen: acceptance TEC;Change;IFS;11;0;0;0;0;0;0;0;0;11;EUR
4557;Direct;IFS;0;PSP 5280/P9-02257   IFS UNITY 3 Oxygen: acceptance TEC;Change;Result;11;0;0;0;0;0;0;0;0;11;EUR
4558;Direct;IFS;0;PSP 0066/P9-02257   IFS UNITY 3 Oxygen: acceptance TEC;Change;IFS;78;-103;0;0;0;0;0;0;0;181;EUR
4559;Direct;IFS;0;PSP 0066/P9-02257   IFS UNITY 3 Oxygen: acceptance TEC;Change;Result;78;-103;0;0;0;0;0;0;0;181;EUR
4560;Direct;IFS;0;PSP 5120/Q1-02257   IFS UNITY 3 Oxygen: roll-out TEC;Change;IFS;17;0;0;0;0;0;0;0;0;17;EUR
4561;Direct;IFS;0;PSP 5120/Q1-02257   IFS UNITY 3 Oxygen: roll-out TEC;Change;Result;17;0;0;0;0;0;0;0;0;17;EUR
4562;Direct;IFS;0;PSP 5120/Y8-02257   IFS UNITY 3 Oxygen: Capitalisation IT;Change;IFS;0;0;0;0;0;0;0;-57;0;-57;EUR
4563;Direct;IFS;0;PSP 5120/Y8-02257   IFS UNITY 3 Oxygen: Capitalisation IT;Change;Result;0;0;0;0;0;0;0;-57;0;-57;EUR
4564;Direct;Settlement;0;PSP 5120/P6-02258   PMCSD_T2S Releases: requirement Tec;Change;Clearstream;62;0;0;0;0;0;0;0;0;62;EUR
4565;Direct;Settlement;0;PSP 5120/P6-02258   PMCSD_T2S Releases: requirement Tec;Change;Result;62;0;0;0;0;0;0;0;0;62;EUR
4566;Direct;Settlement;0;PSP 5150/P6-02258   PMCSD_T2S Releases: requirement Tec;Change;Clearstream;4;0;0;0;0;0;0;0;0;4;EUR
4567;Direct;Settlement;0;PSP 5150/P6-02258   PMCSD_T2S Releases: requirement Tec;Change;Result;4;0;0;0;0;0;0;0;0;4;EUR
4568;Direct;Settlement;0;PSP 0066/P6-02258   PMCSD_T2S Releases: requirement Tec;Change;Clearstream;7;0;0;0;0;0;0;0;0;7;EUR
4569;Direct;Settlement;0;PSP 0066/P6-02258   PMCSD_T2S Releases: requirement Tec;Change;Result;7;0;0;0;0;0;0;0;0;7;EUR
4570;Direct;Settlement;0;PSP 5120/P7-02258   PMCSD_T2S Releases: fine specs TEC;Change;Clearstream;-7;0;0;0;0;0;0;0;0;-7;EUR
4571;Direct;Settlement;0;PSP 5120/P7-02258   PMCSD_T2S Releases: fine specs TEC;Change;Result;-7;0;0;0;0;0;0;0;0;-7;EUR
4572;Direct;Settlement;0;PSP 5150/P7-02258   PMCSD_T2S Releases: fine specs TEC;Change;Clearstream;7;0;0;0;0;0;0;0;0;7;EUR
4573;Direct;Settlement;0;PSP 5150/P7-02258   PMCSD_T2S Releases: fine specs TEC;Change;Result;7;0;0;0;0;0;0;0;0;7;EUR
4574;Direct;Settlement;0;PSP 5120/P8-02258   PMCSD_T2S Releases: build & test TEC;Change;Clearstream;-47;15;0;0;0;0;0;0;0;-62;EUR
4575;Direct;Settlement;0;PSP 5120/P8-02258   PMCSD_T2S Releases: build & test TEC;Change;Result;-47;15;0;0;0;0;0;0;0;-62;EUR
4576;Direct;Settlement;0;PSP 0066/P8-02258   PMCSD_T2S Releases: build & test TEC;Change;Clearstream;49;-16;0;0;0;0;0;0;0;65;EUR
4577;Direct;Settlement;0;PSP 0066/P8-02258   PMCSD_T2S Releases: build & test TEC;Change;Result;49;-16;0;0;0;0;0;0;0;65;EUR
4578;Direct;Settlement;0;PSP 5120/P9-02258   PMCSD_T2S Releases: acceptance TEC;Change;Clearstream;1;0;0;0;0;0;0;0;0;1;EUR
4579;Direct;Settlement;0;PSP 5120/P9-02258   PMCSD_T2S Releases: acceptance TEC;Change;Result;1;0;0;0;0;0;0;0;0;1;EUR
4580;Direct;Settlement;0;PSP 5120/Q1-02258   PMCSD_T2S Releases: roll-out TEC;Change;Clearstream;2;0;0;0;0;0;0;0;0;3;EUR
4581;Direct;Settlement;0;PSP 5120/Q1-02258   PMCSD_T2S Releases: roll-out TEC;Change;Result;2;0;0;0;0;0;0;0;0;3;EUR
4582;Direct;Settlement;0;PSP 5120/Y8-02258   PMCSD_T2S Releases: Capitalisation IT;Change;Clearstream;0;0;0;0;0;0;0;-16;0;-16;EUR
4583;Direct;Settlement;0;PSP 5120/Y8-02258   PMCSD_T2S Releases: Capitalisation IT;Change;Result;0;0;0;0;0;0;0;-16;0;-16;EUR
4584;Direct;Derivatives;0;PSP 0001/A2-02256   Eurex F7 R.2.7 Non-Capitalisable;Change;Eurex;99;-156;0;0;0;0;0;0;0;255;EUR
4585;Direct;Derivatives;0;PSP 0001/A2-02256   Eurex F7 R.2.7 Non-Capitalisable;Change;Result;99;-156;0;0;0;0;0;0;0;255;EUR
4586;Direct;Clearing;0;PSP 0001/J3-01048   CCP core Maintenance;Run;Cash;362;-212;0;0;0;0;0;0;0;574;EUR
4587;Direct;Clearing;0;PSP 0001/J3-01048   CCP core Maintenance;Run;Eurex;362;-212;0;0;0;0;0;0;0;574;EUR
4588;Direct;Clearing;0;PSP 0001/J3-01048   CCP core Maintenance;Run;Result;724;-424;0;0;0;0;0;0;0;1,148;EUR
4589;Direct;Derivatives;0;PSP 0001/L1-02203   Eurex T7 R 6.1 - LDS - Specs, Build&Test;Change;Eurex;-22;0;0;0;0;0;0;0;0;-22;EUR
4590;Direct;Derivatives;0;PSP 0001/L1-02203   Eurex T7 R 6.1 - LDS - Specs, Build&Test;Change;Result;-22;0;0;0;0;0;0;0;0;-22;EUR
4591;Direct;Derivatives;0;PSP 0066/L1-02203   Eurex T7 R 6.1 - LDS - Specs, Build&Test;Change;Eurex;23;0;0;0;0;0;0;0;0;23;EUR
4592;Direct;Derivatives;0;PSP 0066/L1-02203   Eurex T7 R 6.1 - LDS - Specs, Build&Test;Change;Result;23;0;0;0;0;0;0;0;0;23;EUR
4593;Direct;Derivatives;0;PSP 0001/L2-02203   Eurex R 6.1 LDS - Requir, SI, ACP &Mgmt;Change;Eurex;175;0;0;0;0;0;0;1;4;180;EUR
4594;Direct;Derivatives;0;PSP 0001/L2-02203   Eurex R 6.1 LDS - Requir, SI, ACP &Mgmt;Change;Result;175;0;0;0;0;0;0;1;4;180;EUR
4595;Direct;Derivatives;0;PSP 0066/L2-02203   Eurex R 6.1 LDS - Requir, SI, ACP &Mgmt;Change;Eurex;12;0;0;0;0;0;0;0;0;12;EUR
4596;Direct;Derivatives;0;PSP 0066/L2-02203   Eurex R 6.1 LDS - Requir, SI, ACP &Mgmt;Change;Result;12;0;0;0;0;0;0;0;0;12;EUR
4597;Direct;Derivatives;0;PSP 0071/L2-02203   Eurex R 6.1 LDS - Requir, SI, ACP &Mgmt;Change;Eurex;64;0;0;0;0;0;0;0;0;64;EUR
4598;Direct;Derivatives;0;PSP 0071/L2-02203   Eurex R 6.1 LDS - Requir, SI, ACP &Mgmt;Change;Result;64;0;0;0;0;0;0;0;0;64;EUR
4599;Direct;Clearing;0;PSP 0066/J3-01048   CCP core Maintenance;Run;Cash;153;0;0;0;0;0;0;0;0;153;EUR
4600;Direct;Clearing;0;PSP 0066/J3-01048   CCP core Maintenance;Run;Eurex;153;0;0;0;0;0;0;0;0;153;EUR
4601;Direct;Clearing;0;PSP 0066/J3-01048   CCP core Maintenance;Run;Result;305;0;0;0;0;0;0;0;0;305;EUR
4602;Direct;Settlement;0;PSP 5150/P6-02261   Cascade_T2S Releases: requirement Tec;Change;Clearstream;88;-303;0;0;0;0;0;0;0;391;EUR
4603;Direct;Settlement;0;PSP 5150/P6-02261   Cascade_T2S Releases: requirement Tec;Change;Result;88;-303;0;0;0;0;0;0;0;391;EUR
4604;Direct;Settlement;0;PSP 0001/P6-02261   Cascade_T2S Releases: requirement Tec;Change;Clearstream;43;0;0;0;0;0;0;0;0;43;EUR
4605;Direct;Settlement;0;PSP 0001/P6-02261   Cascade_T2S Releases: requirement Tec;Change;Result;43;0;0;0;0;0;0;0;0;43;EUR
4606;Direct;Settlement;0;PSP 0066/P6-02261   Cascade_T2S Releases: requirement Tec;Change;Clearstream;0;-24;0;0;0;0;0;0;0;24;EUR
4607;Direct;Settlement;0;PSP 0066/P6-02261   Cascade_T2S Releases: requirement Tec;Change;Result;0;-24;0;0;0;0;0;0;0;24;EUR
4608;Direct;Settlement;0;PSP 0001/P7-02261   Cascade_T2S Releases: fine specs TEC;Change;Clearstream;21;0;0;0;0;0;0;0;0;21;EUR
4609;Direct;Settlement;0;PSP 0001/P7-02261   Cascade_T2S Releases: fine specs TEC;Change;Result;21;0;0;0;0;0;0;0;0;21;EUR
4610;Direct;Settlement;0;PSP 5150/P7-02261   Cascade_T2S Releases: fine specs TEC;Change;Clearstream;-21;20;0;0;0;0;0;0;0;-41;EUR
4611;Direct;Settlement;0;PSP 5150/P7-02261   Cascade_T2S Releases: fine specs TEC;Change;Result;-21;20;0;0;0;0;0;0;0;-41;EUR
4612;Direct;Settlement;0;PSP 0066/P7-02261   Cascade_T2S Releases: fine specs TEC;Change;Clearstream;0;-21;0;0;0;0;0;0;0;21;EUR
4613;Direct;Settlement;0;PSP 0066/P7-02261   Cascade_T2S Releases: fine specs TEC;Change;Result;0;-21;0;0;0;0;0;0;0;21;EUR
4614;Direct;Settlement;0;PSP 0001/P8-02261   Cascade_T2S Releases: build & test TEC;Change;Clearstream;14;0;0;0;0;0;0;0;0;14;EUR
4615;Direct;Settlement;0;PSP 0001/P8-02261   Cascade_T2S Releases: build & test TEC;Change;Result;14;0;0;0;0;0;0;0;0;14;EUR
4616;Direct;Settlement;0;PSP 5150/P8-02261   Cascade_T2S Releases: build & test TEC;Change;Clearstream;-14;0;0;0;0;0;0;0;0;-13;EUR
4617;Direct;Settlement;0;PSP 5150/P8-02261   Cascade_T2S Releases: build & test TEC;Change;Result;-14;0;0;0;0;0;0;0;0;-13;EUR
4618;Direct;Settlement;0;PSP 5150/P9-02261   Cascade_T2S Releases: acceptance TEC;Change;Clearstream;28;0;0;0;0;0;0;0;0;28;EUR
4619;Direct;Settlement;0;PSP 5150/P9-02261   Cascade_T2S Releases: acceptance TEC;Change;Result;28;0;0;0;0;0;0;0;0;28;EUR
4620;Direct;Settlement;0;PSP 0066/P9-02261   Cascade_T2S Releases: acceptance TEC;Change;Clearstream;21;0;0;0;0;0;0;0;0;21;EUR
4621;Direct;Settlement;0;PSP 0066/P9-02261   Cascade_T2S Releases: acceptance TEC;Change;Result;21;0;0;0;0;0;0;0;0;21;EUR
4622;Direct;Settlement;0;PSP 5150/Q0-02261   Cascade_T2S Releases: Simulation TEC;Change;Clearstream;11;-20;0;0;0;0;0;0;0;32;EUR
4623;Direct;Settlement;0;PSP 5150/Q0-02261   Cascade_T2S Releases: Simulation TEC;Change;Result;11;-20;0;0;0;0;0;0;0;32;EUR
4624;Direct;Settlement;0;PSP 5150/Q1-02261   Cascade_T2S Releases: roll-out TEC;Change;Clearstream;30;-11;0;0;0;0;0;0;0;40;EUR
4625;Direct;Settlement;0;PSP 5150/Q1-02261   Cascade_T2S Releases: roll-out TEC;Change;Result;30;-11;0;0;0;0;0;0;0;40;EUR
4626;Direct;Settlement;0;PSP 5150/Y8-02261   Cascade_T2S Releases: Capitalisation IT;Change;Clearstream;0;0;0;0;0;0;0;-6;0;-6;EUR
4627;Direct;Settlement;0;PSP 5150/Y8-02261   Cascade_T2S Releases: Capitalisation IT;Change;Result;0;0;0;0;0;0;0;-6;0;-6;EUR
4628;Direct;Cash;0;PSP 0001/Y9-02204   Xetra T7 R 6.1 Infrast. Corp C Fin Umzug;Change;Cash;0;0;0;0;0;0;0;0;-45;-45;EUR
4629;Direct;Cash;0;PSP 0001/Y9-02204   Xetra T7 R 6.1 Infrast. Corp C Fin Umzug;Change;Result;0;0;0;0;0;0;0;0;-45;-45;EUR
4630;Direct;Cash;0;PSP 0001/Y8-02204   Xetra T7 R 6.1 Infrast. IT CAP Fin Umzug;Change;Cash;0;0;0;0;0;0;0;-22;0;-22;EUR
4631;Direct;Cash;0;PSP 0001/Y8-02204   Xetra T7 R 6.1 Infrast. IT CAP Fin Umzug;Change;Result;0;0;0;0;0;0;0;-22;0;-22;EUR
4632;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 0001/Y8-02203   T7 Release 6.1 / Infrastr IT CAP Fin Umz;Change;Eurex;0;0;0;0;0;0;0;-30;0;-30;EUR
4633;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 0001/Y8-02203   T7 Release 6.1 / Infrastr IT CAP Fin Umz;Change;Result;0;0;0;0;0;0;0;-30;0;-30;EUR
4634;Direct;Clearing;0;PSP 0001/Y8-02216   C7 R4.2 Payment Services /Infr Fin Umzug;Change;Eurex;0;0;0;0;0;0;0;-32;0;-32;EUR
4635;Direct;Clearing;0;PSP 0001/Y8-02216   C7 R4.2 Payment Services /Infr Fin Umzug;Change;Result;0;0;0;0;0;0;0;-32;0;-32;EUR
4636;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/S5-02259   SAP Issues(DBAG I-D);Change;Eurex;13;0;0;0;0;0;0;0;0;13;EUR
4637;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/S5-02259   SAP Issues(DBAG I-D);Change;Result;13;0;0;0;0;0;0;0;0;13;EUR
4638;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/S5-02259   SAP Issues(CI I-D);Change;Eurex;0;-5;0;0;0;0;0;0;0;5;EUR
4639;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/S5-02259   SAP Issues(CI I-D);Change;Result;0;-5;0;0;0;0;0;0;0;5;EUR
4640;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/S5-02259   SAP Issues(CS I-D);Change;Eurex;0;-2;0;0;0;0;0;0;0;2;EUR
4641;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/S5-02259   SAP Issues(CS I-D);Change;Result;0;-2;0;0;0;0;0;0;0;2;EUR
4642;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/X4-02259   StatistiX (DBAG I-D);Change;Eurex;24;0;0;0;0;0;0;0;0;24;EUR
4643;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/X4-02259   StatistiX (DBAG I-D);Change;Result;24;0;0;0;0;0;0;0;0;24;EUR
4644;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/X4-02259   StatistiX (DBSS I-D);Change;Eurex;4;0;0;0;0;0;0;0;0;4;EUR
4645;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/X4-02259   StatistiX (DBSS I-D);Change;Result;4;0;0;0;0;0;0;0;0;4;EUR
4646;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5280/X4-02259   StatistiX (CGSS I-D);Change;Eurex;2;0;0;0;0;0;0;0;0;2;EUR
4647;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5280/X4-02259   StatistiX (CGSS I-D);Change;Result;2;0;0;0;0;0;0;0;0;2;EUR
4648;Direct;Clearing;0;PSP 0001/M1-02263   THX/C7 Build & Test;Change;Eurex;-408;145;0;0;0;0;0;0;0;-553;EUR
4649;Direct;Clearing;0;PSP 0001/M1-02263   THX/C7 Build & Test;Change;Result;-408;145;0;0;0;0;0;0;0;-553;EUR
4650;Direct;Derivatives;0;PSP 0001/D9-02225   Eurex T7 R 7 ATH (Acc., SI, MNG.);Change;Eurex;28;0;0;0;0;0;0;0;0;28;EUR
4651;Direct;Derivatives;0;PSP 0001/D9-02225   Eurex T7 R 7 ATH (Acc., SI, MNG.);Change;Result;28;0;0;0;0;0;0;0;0;28;EUR
4652;Direct;Derivatives;0;PSP 0071/D9-02225   Eurex T7 R 7 ATH (Acc., SI, MNG.);Change;Eurex;4;0;0;0;0;0;0;0;0;4;EUR
4653;Direct;Derivatives;0;PSP 0071/D9-02225   Eurex T7 R 7 ATH (Acc., SI, MNG.);Change;Result;4;0;0;0;0;0;0;0;0;4;EUR
4654;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/S5-02260   SAP (DBAG I-D);Change;Eurex;2;0;0;0;0;0;0;0;0;2;EUR
4655;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/S5-02260   SAP (DBAG I-D);Change;Result;2;0;0;0;0;0;0;0;0;2;EUR
4656;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/S5-02260   SAP (CI I-D);Change;Eurex;0;-28;0;0;0;0;0;0;0;28;EUR
4657;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/S5-02260   SAP (CI I-D);Change;Result;0;-28;0;0;0;0;0;0;0;28;EUR
4658;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/B5-02264   BP4_CCF_Medientechnik_IT;Change;Cash;0;0;0;0;0;1;0;0;1;1;EUR
4659;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/B5-02264   BP4_CCF_Medientechnik_IT;Change;Clearstream;0;0;0;0;0;0;0;0;0;1;EUR
4660;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/B5-02264   BP4_CCF_Medientechnik_IT;Change;Data;0;0;0;0;0;0;0;0;0;0;EUR
4661;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/B5-02264   BP4_CCF_Medientechnik_IT;Change;Eurex;0;0;0;0;0;1;0;0;1;1;EUR
4662;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/B5-02264   BP4_CCF_Medientechnik_IT;Change;GSF;0;0;0;0;0;0;0;0;0;0;EUR
4663;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/B5-02264   BP4_CCF_Medientechnik_IT;Change;IFS;0;0;0;0;0;0;0;0;0;0;EUR
4664;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/B5-02264   BP4_CCF_Medientechnik_IT;Change;Index;0;0;0;0;0;0;0;0;0;0;EUR
4665;Shared Layer;Shared Infr.;Digital Workplace;PSP 0001/B5-02264   BP4_CCF_Medientechnik_IT;Change;Result;0;0;0;0;0;2;0;0;2;4;EUR
4666;Direct;IFS;0;PSP 5120/P6-02265   IFS UNITY 3 SettleGen: requirement Tec;Change;IFS;20;-32;0;0;0;0;0;0;0;52;EUR
4667;Direct;IFS;0;PSP 5120/P6-02265   IFS UNITY 3 SettleGen: requirement Tec;Change;Result;20;-32;0;0;0;0;0;0;0;52;EUR
4668;Direct;IFS;0;PSP 5120/P7-02265   IFS UNITY 3 SettleGen: fine specs TEC;Change;IFS;-115;0;0;0;0;0;0;0;0;-115;EUR
4669;Direct;IFS;0;PSP 5120/P7-02265   IFS UNITY 3 SettleGen: fine specs TEC;Change;Result;-115;0;0;0;0;0;0;0;0;-115;EUR
4670;Direct;IFS;0;PSP 5280/P7-02265   IFS UNITY 3 SettleGen: fine specs TEC;Change;IFS;115;0;0;0;0;0;0;0;0;115;EUR
4671;Direct;IFS;0;PSP 5280/P7-02265   IFS UNITY 3 SettleGen: fine specs TEC;Change;Result;115;0;0;0;0;0;0;0;0;115;EUR
4672;Direct;IFS;0;PSP 5120/P8-02265   IFS UNITY 3 SettleGen: build & test TEC;Change;IFS;-464;191;0;0;0;0;0;0;0;-655;EUR
4673;Direct;IFS;0;PSP 5120/P8-02265   IFS UNITY 3 SettleGen: build & test TEC;Change;Result;-464;191;0;0;0;0;0;0;0;-655;EUR
4674;Direct;IFS;0;PSP 5280/P8-02265   IFS UNITY 3 SettleGen: build & test TEC;Change;IFS;435;-183;0;0;0;0;0;0;0;618;EUR
4675;Direct;IFS;0;PSP 5280/P8-02265   IFS UNITY 3 SettleGen: build & test TEC;Change;Result;435;-183;0;0;0;0;0;0;0;618;EUR
4676;Direct;IFS;0;PSP 0066/P8-02265   IFS UNITY 3 SettleGen: build & test TEC;Change;IFS;30;-9;0;0;0;0;0;0;0;39;EUR
4677;Direct;IFS;0;PSP 0066/P8-02265   IFS UNITY 3 SettleGen: build & test TEC;Change;Result;30;-9;0;0;0;0;0;0;0;39;EUR
4678;Direct;IFS;0;PSP 5120/P9-02265   IFS UNITY 3 SettleGen: acceptance TEC;Change;IFS;132;-45;0;0;0;0;0;0;0;177;EUR
4679;Direct;IFS;0;PSP 5120/P9-02265   IFS UNITY 3 SettleGen: acceptance TEC;Change;Result;132;-45;0;0;0;0;0;0;0;177;EUR
4680;Direct;IFS;0;PSP 5280/P9-02265   IFS UNITY 3 SettleGen: acceptance TEC;Change;IFS;111;-33;0;0;0;0;0;0;0;144;EUR
4681;Direct;IFS;0;PSP 5280/P9-02265   IFS UNITY 3 SettleGen: acceptance TEC;Change;Result;111;-33;0;0;0;0;0;0;0;144;EUR
4682;Direct;IFS;0;PSP 0066/P9-02265   IFS UNITY 3 SettleGen: acceptance TEC;Change;IFS;11;-8;0;0;0;0;0;0;0;19;EUR
4683;Direct;IFS;0;PSP 0066/P9-02265   IFS UNITY 3 SettleGen: acceptance TEC;Change;Result;11;-8;0;0;0;0;0;0;0;19;EUR
4684;Direct;IFS;0;PSP 5120/Q1-02265   IFS UNITY 3 SettleGen: roll-out TEC;Change;IFS;38;0;0;0;0;0;0;0;0;38;EUR
4685;Direct;IFS;0;PSP 5120/Q1-02265   IFS UNITY 3 SettleGen: roll-out TEC;Change;Result;38;0;0;0;0;0;0;0;0;38;EUR
4686;#N/A;#N/A;#N/A;PSP 5280/Q1-02265   IFS UNITY 3 SettleGen: roll-out TEC;Change;IFS;0;0;0;0;0;0;0;0;0;0;EUR
4687;#N/A;#N/A;#N/A;PSP 5280/Q1-02265   IFS UNITY 3 SettleGen: roll-out TEC;Change;Result;0;0;0;0;0;0;0;0;0;0;EUR
4688;Direct;IFS;0;PSP 0066/Q1-02265   IFS UNITY 3 SettleGen: roll-out TEC;Change;IFS;11;0;0;0;0;0;0;0;0;11;EUR
4689;Direct;IFS;0;PSP 0066/Q1-02265   IFS UNITY 3 SettleGen: roll-out TEC;Change;Result;11;0;0;0;0;0;0;0;0;11;EUR
4690;Direct;IFS;0;PSP 5120/Y8-02265   IFS UNITY 3 SettleGen: Capitalisation IT;Change;IFS;0;0;0;0;0;0;0;-72;0;-72;EUR
4691;Direct;IFS;0;PSP 5120/Y8-02265   IFS UNITY 3 SettleGen: Capitalisation IT;Change;Result;0;0;0;0;0;0;0;-72;0;-72;EUR
4692;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/M4-02052   M2M Run StatistiX (DBAG I-D);Run;Eurex;1;-42;0;0;0;0;0;0;0;43;EUR
4693;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/M4-02052   M2M Run StatistiX (DBAG I-D);Run;Result;1;-42;0;0;0;0;0;0;0;43;EUR
4694;Direct;Data;0;PSP 0001/M5-02052   M2M Run CEF (DBAG I-D);Run;Eurex;0;-40;0;0;0;0;0;0;0;40;EUR
4695;Direct;Data;0;PSP 0001/M5-02052   M2M Run CEF (DBAG I-D);Run;Result;0;-40;0;0;0;0;0;0;0;40;EUR
4696;Direct;Asset Servicing;0;PSP 5120/P6-02266   OCCT ICSD: requirements IT;Change;Clearstream;33;-24;0;0;0;0;0;0;0;57;EUR
4697;Direct;Asset Servicing;0;PSP 5120/P6-02266   OCCT ICSD: requirements IT;Change;GSF;8;-6;0;0;0;0;0;0;0;14;EUR
